lsdsat,ldoff,technology,type_row
10.0,-7,PMOS,Control
2.2,81,PMOS,Control
1.4,86,NMOS,Optimized
1.8,-73,NMOS,Optimized
2.2,2,PMOS,Optimized
1.8,-64,NMOS,Control
1.4,35,NMOS,Control
1.8,-70,PMOS,Control
10.0,-81,PMOS,Control
10.0,18,PMOS,Optimized
2.2,-69,PMOS,Optimized
0.6,-79,PMOS,Optimized
0.6,36,NMOS,Control
0.6,-5,PMOS,Optimized
0.6,-70,PMOS,Control
2.2,42,PMOS,Optimized
0.6,-36,PMOS,Optimized
1.4,-15,PMOS,Control
1.4,-7,PMOS,Control
10.0,96,NMOS,Control
1.8,9,NMOS,Optimized
2.2,-95,PMOS,Optimized
1.4,17,NMOS,Control
1.8,48,NMOS,Optimized
2.2,25,PMOS,Control
1.4,53,NMOS,Control
1.4,-64,PMOS,Control
0.6,73,NMOS,Optimized
10.0,71,PMOS,Control
1.8,77,PMOS,Control
1.4,86,NMOS,Control
2.2,-38,NMOS,Optimized
0.6,-96,PMOS,Optimized
2.2,-20,NMOS,Optimized
10.0,-22,NMOS,Optimized
2.2,68,PMOS,Optimized
2.2,-69,NMOS,Control
1.4,58,PMOS,Optimized
1.4,69,NMOS,Control
0.6,-44,PMOS,Optimized
10.0,47,PMOS,Control
0.6,95,NMOS,Control
10.0,27,PMOS,Optimized
1.4,-41,PMOS,Optimized
1.4,58,NMOS,Optimized
1.8,45,PMOS,Control
0.6,-16,NMOS,Optimized
2.2,62,NMOS,Optimized
0.6,-93,NMOS,Control
2.2,52,PMOS,Optimized
0.6,51,NMOS,Control
2.2,97,PMOS,Optimized
10.0,88,PMOS,Optimized
10.0,-43,NMOS,Optimized
1.8,37,NMOS,Control
1.4,78,PMOS,Optimized
0.6,3,PMOS,Control
1.4,-60,PMOS,Control
10.0,51,NMOS,Optimized
1.4,38,PMOS,Optimized
2.2,22,NMOS,Optimized
1.8,11,PMOS,Optimized
0.6,28,PMOS,Control
10.0,-6,NMOS,Control
2.2,61,NMOS,Control
0.6,48,PMOS,Control
10.0,13,NMOS,Control
2.2,-17,NMOS,Control
1.8,-79,NMOS,Optimized
1.4,-53,NMOS,Control
0.6,-84,NMOS,Optimized
1.8,1,PMOS,Optimized
1.8,-6,NMOS,Control
10.0,-92,NMOS,Optimized
10.0,42,PMOS,Control
2.2,3,PMOS,Control
0.6,-77,PMOS,Control
1.8,71,PMOS,Control
10.0,-16,NMOS,Control
10.0,93,NMOS,Optimized
10.0,61,PMOS,Optimized
1.4,38,NMOS,Control
1.8,19,PMOS,Optimized
10.0,93,NMOS,Control
2.2,-9,PMOS,Optimized
10.0,67,PMOS,Control
1.8,-31,NMOS,Optimized
0.6,86,NMOS,Optimized
0.6,-93,PMOS,Control
1.4,19,NMOS,Control
0.6,47,NMOS,Control
1.8,79,NMOS,Control
2.2,-64,NMOS,Optimized
1.8,66,NMOS,Control
1.4,-99,NMOS,Control
0.6,-87,PMOS,Control
1.8,-87,PMOS,Control
2.2,-26,PMOS,Control
1.8,30,NMOS,Control
10.0,65,NMOS,Optimized
1.8,24,NMOS,Control
0.6,-42,NMOS,Optimized
0.6,23,PMOS,Control
10.0,96,PMOS,Control
1.8,-89,PMOS,Control
0.6,-26,NMOS,Control
1.4,-17,NMOS,Control
1.4,93,PMOS,Control
10.0,-58,PMOS,Control
1.8,72,PMOS,Optimized
1.4,9,NMOS,Control
1.8,83,NMOS,Control
1.8,-47,PMOS,Control
10.0,60,PMOS,Optimized
10.0,15,PMOS,Optimized
1.8,50,NMOS,Control
1.4,90,PMOS,Optimized
2.2,-6,NMOS,Optimized
1.8,77,NMOS,Control
10.0,-35,NMOS,Optimized
10.0,92,PMOS,Control
10.0,13,NMOS,Control
1.4,50,PMOS,Control
2.2,-57,NMOS,Optimized
2.2,41,PMOS,Optimized
1.8,2,NMOS,Control
1.4,25,PMOS,Optimized
10.0,-80,NMOS,Optimized
2.2,27,PMOS,Control
1.4,-96,NMOS,Optimized
10.0,67,NMOS,Optimized
10.0,20,PMOS,Control
1.4,-8,PMOS,Optimized
1.8,-42,NMOS,Optimized
0.6,-40,NMOS,Optimized
2.2,-55,PMOS,Control
10.0,85,NMOS,Optimized
10.0,55,NMOS,Optimized
1.4,-90,NMOS,Control
2.2,-67,NMOS,Optimized
10.0,57,PMOS,Control
2.2,98,PMOS,Optimized
2.2,67,PMOS,Optimized
0.6,-73,NMOS,Optimized
1.4,-84,PMOS,Optimized
2.2,-58,NMOS,Control
1.4,-88,PMOS,Control
2.2,-37,NMOS,Optimized
1.8,-77,PMOS,Optimized
0.6,80,PMOS,Optimized
0.6,-57,PMOS,Control
10.0,85,PMOS,Control
0.6,-91,PMOS,Optimized
2.2,71,PMOS,Optimized
1.8,-100,PMOS,Optimized
10.0,-83,NMOS,Optimized
0.6,46,NMOS,Control
1.8,-6,PMOS,Optimized
1.8,-75,NMOS,Control
1.4,-70,NMOS,Optimized
10.0,-21,NMOS,Control
10.0,48,PMOS,Optimized
0.6,26,NMOS,Optimized
1.4,75,NMOS,Optimized
1.8,29,PMOS,Optimized
1.8,89,PMOS,Optimized
1.8,-81,PMOS,Control
10.0,78,PMOS,Optimized
1.8,-57,NMOS,Control
1.4,-55,NMOS,Control
1.8,68,NMOS,Control
10.0,-7,PMOS,Optimized
2.2,-89,NMOS,Optimized
10.0,-2,NMOS,Control
2.2,27,PMOS,Control
2.2,93,NMOS,Optimized
1.8,76,PMOS,Optimized
0.6,-34,PMOS,Control
10.0,66,PMOS,Control
1.8,35,NMOS,Control
1.8,-87,PMOS,Control
2.2,94,NMOS,Control
2.2,-15,PMOS,Control
2.2,-90,NMOS,Control
10.0,-60,PMOS,Optimized
10.0,-69,NMOS,Optimized
10.0,-25,NMOS,Control
1.8,-11,PMOS,Control
10.0,-13,NMOS,Control
10.0,-92,NMOS,Control
0.6,-37,PMOS,Optimized
1.8,44,PMOS,Control
10.0,26,NMOS,Control
2.2,22,NMOS,Optimized
0.6,-87,PMOS,Control
10.0,-48,NMOS,Control
10.0,99,NMOS,Optimized
1.8,-83,NMOS,Control
2.2,-45,PMOS,Control
1.4,66,NMOS,Control
10.0,-80,PMOS,Optimized
1.8,24,PMOS,Optimized
2.2,-25,NMOS,Control
1.8,43,NMOS,Control
2.2,45,NMOS,Optimized
0.6,13,PMOS,Optimized
1.8,37,PMOS,Control
1.4,0,PMOS,Control
10.0,-94,PMOS,Control
1.8,57,NMOS,Control
10.0,95,NMOS,Optimized
10.0,-63,PMOS,Optimized
2.2,-50,PMOS,Control
0.6,80,PMOS,Optimized
1.4,19,NMOS,Optimized
1.4,84,NMOS,Optimized
0.6,-20,PMOS,Control
1.8,-69,NMOS,Control
1.4,-13,PMOS,Control
1.4,-36,NMOS,Control
2.2,58,PMOS,Optimized
10.0,-30,NMOS,Control
10.0,30,NMOS,Control
1.4,-68,PMOS,Optimized
0.6,70,PMOS,Optimized
0.6,-90,PMOS,Optimized
0.6,18,NMOS,Optimized
2.2,-90,PMOS,Optimized
10.0,95,NMOS,Optimized
10.0,93,PMOS,Optimized
10.0,91,NMOS,Control
1.8,23,PMOS,Optimized
2.2,-28,NMOS,Control
2.2,-37,PMOS,Optimized
0.6,71,PMOS,Optimized
2.2,-90,PMOS,Control
0.6,78,NMOS,Control
0.6,49,PMOS,Optimized
1.4,58,NMOS,Optimized
1.8,-37,PMOS,Optimized
10.0,-75,NMOS,Optimized
10.0,48,PMOS,Optimized
1.8,-8,NMOS,Control
10.0,-4,PMOS,Optimized
2.2,-49,PMOS,Control
2.2,0,PMOS,Optimized
1.8,-1,NMOS,Control
1.4,41,PMOS,Control
1.8,97,PMOS,Control
1.4,77,NMOS,Optimized
1.4,35,NMOS,Optimized
0.6,48,PMOS,Optimized
1.4,-56,NMOS,Optimized
0.6,-65,PMOS,Control
0.6,54,PMOS,Control
0.6,96,PMOS,Optimized
1.4,-56,NMOS,Optimized
1.8,-67,NMOS,Optimized
2.2,-43,PMOS,Control
10.0,87,NMOS,Optimized
10.0,-97,PMOS,Optimized
0.6,32,PMOS,Control
0.6,-72,NMOS,Optimized
1.8,24,PMOS,Optimized
10.0,20,PMOS,Optimized
1.8,64,NMOS,Control
0.6,42,NMOS,Optimized
0.6,26,NMOS,Optimized
1.8,-73,NMOS,Optimized
1.8,-71,NMOS,Optimized
0.6,-1,PMOS,Control
1.4,-83,NMOS,Optimized
1.8,25,NMOS,Optimized
0.6,68,NMOS,Control
0.6,17,PMOS,Optimized
1.8,77,PMOS,Optimized
10.0,30,PMOS,Control
10.0,27,NMOS,Optimized
2.2,-13,NMOS,Optimized
1.8,50,PMOS,Control
10.0,31,NMOS,Optimized
10.0,-98,PMOS,Optimized
2.2,16,NMOS,Optimized
1.8,-31,PMOS,Control
1.8,-98,PMOS,Control
10.0,-65,NMOS,Control
1.4,12,NMOS,Control
2.2,-87,PMOS,Optimized
10.0,-28,PMOS,Optimized
2.2,-22,NMOS,Optimized
1.8,88,NMOS,Optimized
0.6,85,PMOS,Control
0.6,96,PMOS,Control
0.6,-18,PMOS,Control
0.6,67,NMOS,Control
1.4,8,PMOS,Optimized
1.4,-29,PMOS,Control
0.6,92,NMOS,Optimized
2.2,55,PMOS,Control
10.0,95,PMOS,Control
1.4,40,NMOS,Optimized
0.6,-67,PMOS,Control
10.0,-95,PMOS,Control
1.4,-13,NMOS,Optimized
1.4,-58,NMOS,Control
1.8,-32,NMOS,Control
0.6,-19,PMOS,Control
1.4,-77,PMOS,Optimized
2.2,99,NMOS,Optimized
2.2,-90,PMOS,Optimized
2.2,79,PMOS,Control
0.6,-71,NMOS,Optimized
1.4,-26,NMOS,Optimized
1.4,-9,NMOS,Optimized
1.8,77,NMOS,Optimized
1.4,-42,NMOS,Optimized
1.8,-51,PMOS,Optimized
10.0,55,PMOS,Control
10.0,21,NMOS,Control
2.2,57,NMOS,Control
1.4,-77,NMOS,Optimized
1.4,-51,NMOS,Optimized
1.4,38,NMOS,Control
1.4,-51,NMOS,Control
0.6,-12,PMOS,Control
1.4,-8,NMOS,Optimized
2.2,74,NMOS,Optimized
1.8,93,NMOS,Control
0.6,-47,NMOS,Control
1.8,-54,NMOS,Optimized
1.4,-5,PMOS,Optimized
0.6,72,PMOS,Optimized
10.0,-50,PMOS,Control
2.2,72,NMOS,Control
0.6,95,NMOS,Optimized
2.2,14,PMOS,Control
10.0,-25,PMOS,Control
1.8,76,NMOS,Control
1.4,-20,PMOS,Control
2.2,-90,NMOS,Control
1.4,1,PMOS,Optimized
2.2,-88,PMOS,Optimized
0.6,-38,NMOS,Control
0.6,-69,PMOS,Control
1.4,-53,NMOS,Optimized
1.4,31,NMOS,Optimized
10.0,-51,NMOS,Control
1.8,96,NMOS,Optimized
1.4,57,PMOS,Control
2.2,-45,NMOS,Optimized
0.6,78,NMOS,Control
10.0,-10,PMOS,Control
0.6,0,NMOS,Optimized
2.2,-49,PMOS,Optimized
1.4,46,NMOS,Optimized
2.2,50,PMOS,Control
2.2,-30,NMOS,Optimized
1.8,-23,PMOS,Control
2.2,87,PMOS,Optimized
2.2,62,NMOS,Control
1.4,55,NMOS,Control
10.0,-23,PMOS,Optimized
0.6,-91,NMOS,Control
10.0,-25,PMOS,Control
2.2,54,NMOS,Optimized
2.2,9,PMOS,Optimized
2.2,-39,PMOS,Control
10.0,56,NMOS,Control
10.0,63,PMOS,Optimized
10.0,-54,PMOS,Control
10.0,-32,NMOS,Control
1.8,-83,NMOS,Control
1.4,69,NMOS,Optimized
1.8,-60,PMOS,Optimized
10.0,-97,NMOS,Optimized
0.6,96,NMOS,Control
10.0,6,PMOS,Control
10.0,25,NMOS,Optimized
1.4,-56,NMOS,Optimized
1.4,100,NMOS,Optimized
1.8,-78,NMOS,Control
1.8,71,NMOS,Control
1.8,47,PMOS,Optimized
10.0,-88,NMOS,Control
0.6,26,PMOS,Optimized
0.6,15,NMOS,Optimized
0.6,-97,PMOS,Optimized
10.0,25,NMOS,Optimized
10.0,86,NMOS,Optimized
10.0,-9,NMOS,Control
0.6,66,NMOS,Optimized
1.4,-51,NMOS,Control
0.6,78,PMOS,Control
1.8,-100,NMOS,Optimized
0.6,-58,PMOS,Optimized
2.2,53,NMOS,Control
0.6,-56,NMOS,Control
2.2,52,PMOS,Optimized
0.6,76,PMOS,Optimized
1.8,17,NMOS,Control
1.4,-47,PMOS,Optimized
0.6,22,PMOS,Optimized
1.4,-37,NMOS,Control
2.2,-61,NMOS,Optimized
10.0,-80,NMOS,Control
0.6,-17,PMOS,Optimized
10.0,41,PMOS,Optimized
1.4,12,NMOS,Control
0.6,30,NMOS,Control
2.2,46,NMOS,Optimized
1.8,-51,PMOS,Optimized
0.6,-50,PMOS,Control
1.4,-5,NMOS,Optimized
10.0,23,NMOS,Control
1.4,42,PMOS,Control
1.4,22,NMOS,Control
0.6,-38,NMOS,Optimized
0.6,57,PMOS,Control
0.6,62,NMOS,Control
2.2,70,NMOS,Optimized
2.2,99,NMOS,Control
2.2,-62,NMOS,Control
10.0,57,PMOS,Optimized
0.6,-67,NMOS,Optimized
0.6,70,NMOS,Optimized
1.8,35,PMOS,Optimized
1.4,-61,PMOS,Optimized
1.4,-74,NMOS,Optimized
2.2,75,NMOS,Control
2.2,93,PMOS,Control
1.4,-36,NMOS,Optimized
2.2,60,PMOS,Optimized
1.4,96,NMOS,Control
2.2,36,NMOS,Control
10.0,-68,NMOS,Control
1.8,92,NMOS,Optimized
1.8,12,NMOS,Control
10.0,41,NMOS,Control
1.4,-3,NMOS,Control
2.2,43,NMOS,Optimized
2.2,85,NMOS,Optimized
0.6,-91,NMOS,Optimized
1.8,-98,PMOS,Optimized
1.8,31,NMOS,Control
0.6,5,NMOS,Optimized
10.0,6,NMOS,Control
10.0,58,PMOS,Optimized
10.0,28,PMOS,Optimized
2.2,-67,PMOS,Control
1.4,-16,PMOS,Optimized
1.8,-83,PMOS,Optimized
1.4,33,NMOS,Optimized
0.6,-83,NMOS,Control
1.4,-68,NMOS,Control
10.0,63,NMOS,Optimized
0.6,-81,NMOS,Control
1.4,-63,PMOS,Optimized
2.2,76,NMOS,Optimized
1.4,97,NMOS,Optimized
0.6,74,NMOS,Control
1.8,-34,PMOS,Control
10.0,-9,PMOS,Optimized
10.0,9,PMOS,Control
10.0,94,PMOS,Optimized
1.4,-57,PMOS,Control
2.2,1,NMOS,Control
1.8,45,PMOS,Optimized
2.2,44,PMOS,Control
1.4,67,NMOS,Optimized
1.4,-73,PMOS,Control
1.8,-51,NMOS,Control
1.4,45,PMOS,Control
2.2,75,PMOS,Control
0.6,96,NMOS,Optimized
1.8,8,NMOS,Optimized
2.2,85,PMOS,Control
1.8,-46,PMOS,Optimized
1.8,21,NMOS,Control
10.0,91,NMOS,Control
10.0,-82,PMOS,Control
1.8,-94,PMOS,Control
1.8,48,PMOS,Control
0.6,0,NMOS,Optimized
2.2,44,PMOS,Control
1.8,-32,NMOS,Optimized
10.0,17,PMOS,Control
1.4,88,PMOS,Control
2.2,-35,NMOS,Control
1.8,35,NMOS,Control
1.8,-28,PMOS,Optimized
0.6,66,NMOS,Optimized
0.6,-63,PMOS,Control
1.8,-39,PMOS,Control
10.0,-24,PMOS,Control
1.8,76,NMOS,Optimized
2.2,-21,PMOS,Control
2.2,-8,PMOS,Control
2.2,-89,NMOS,Control
2.2,94,PMOS,Optimized
1.8,-39,PMOS,Optimized
2.2,43,PMOS,Control
1.8,51,NMOS,Control
10.0,9,NMOS,Control
10.0,-91,PMOS,Control
1.4,55,NMOS,Control
1.4,-69,PMOS,Control
1.8,-89,PMOS,Optimized
1.8,22,PMOS,Optimized
1.8,83,PMOS,Control
0.6,12,PMOS,Control
2.2,15,PMOS,Control
2.2,57,PMOS,Optimized
2.2,-1,NMOS,Control
1.4,89,NMOS,Control
10.0,-46,PMOS,Control
1.8,86,PMOS,Optimized
2.2,75,NMOS,Optimized
2.2,67,NMOS,Optimized
1.8,-33,PMOS,Control
10.0,55,NMOS,Optimized
10.0,38,PMOS,Control
0.6,-85,NMOS,Control
2.2,-88,PMOS,Control
1.4,-3,NMOS,Optimized
1.8,58,NMOS,Optimized
1.4,98,PMOS,Control
2.2,-68,NMOS,Optimized
2.2,-2,NMOS,Optimized
1.4,-85,PMOS,Control
10.0,-14,PMOS,Control
0.6,-3,PMOS,Control
2.2,11,PMOS,Control
10.0,-18,PMOS,Optimized
1.8,-7,NMOS,Control
0.6,83,PMOS,Optimized
0.6,99,PMOS,Optimized
10.0,72,PMOS,Control
1.8,47,PMOS,Control
1.4,75,NMOS,Control
1.4,12,PMOS,Optimized
1.8,18,PMOS,Control
1.8,-11,NMOS,Optimized
1.4,-32,PMOS,Optimized
0.6,63,PMOS,Control
1.8,-33,NMOS,Optimized
1.8,43,NMOS,Optimized
0.6,83,PMOS,Optimized
1.4,8,PMOS,Control
10.0,-49,NMOS,Control
1.8,-63,PMOS,Optimized
2.2,100,NMOS,Control
1.8,31,NMOS,Control
1.4,52,PMOS,Control
2.2,-97,NMOS,Optimized
0.6,67,NMOS,Control
1.8,-92,PMOS,Control
1.8,-71,PMOS,Control
1.4,87,PMOS,Optimized
0.6,-69,NMOS,Optimized
10.0,-61,PMOS,Optimized
10.0,68,PMOS,Control
0.6,-90,PMOS,Optimized
1.4,63,PMOS,Optimized
0.6,-9,NMOS,Optimized
0.6,-2,PMOS,Control
1.4,-59,PMOS,Control
10.0,14,NMOS,Optimized
2.2,19,PMOS,Optimized
1.8,-87,PMOS,Optimized
1.8,79,PMOS,Control
1.8,44,NMOS,Control
2.2,56,PMOS,Control
0.6,-78,PMOS,Control
1.8,14,NMOS,Control
1.4,-5,NMOS,Optimized
10.0,-56,NMOS,Control
0.6,17,NMOS,Control
0.6,-69,PMOS,Optimized
10.0,-11,PMOS,Control
2.2,68,PMOS,Control
1.8,-34,PMOS,Optimized
2.2,59,PMOS,Optimized
1.4,-66,PMOS,Control
2.2,-45,PMOS,Optimized
1.8,20,PMOS,Optimized
2.2,17,NMOS,Control
1.8,62,PMOS,Optimized
10.0,11,PMOS,Optimized
2.2,-95,PMOS,Optimized
10.0,6,PMOS,Optimized
0.6,80,NMOS,Control
1.4,-85,NMOS,Control
1.8,-92,PMOS,Control
2.2,-86,PMOS,Control
1.8,-80,NMOS,Optimized
1.4,-24,NMOS,Control
2.2,31,PMOS,Optimized
2.2,3,PMOS,Optimized
2.2,34,PMOS,Control
10.0,-27,NMOS,Control
2.2,-58,PMOS,Optimized
1.4,-12,NMOS,Control
2.2,-66,PMOS,Control
1.8,15,NMOS,Optimized
1.4,71,NMOS,Optimized
10.0,-97,NMOS,Control
1.4,-96,NMOS,Control
2.2,-28,NMOS,Optimized
1.4,-8,NMOS,Control
10.0,-74,PMOS,Control
10.0,77,PMOS,Control
2.2,67,PMOS,Control
1.8,71,PMOS,Optimized
10.0,-18,NMOS,Optimized
1.8,89,NMOS,Optimized
0.6,-84,PMOS,Control
1.4,22,PMOS,Optimized
1.4,23,PMOS,Optimized
1.4,7,PMOS,Optimized
1.8,-55,NMOS,Optimized
0.6,-76,PMOS,Optimized
1.8,41,PMOS,Control
1.4,-1,NMOS,Optimized
2.2,17,PMOS,Control
1.8,-77,PMOS,Optimized
10.0,70,PMOS,Optimized
1.8,-62,NMOS,Optimized
0.6,85,NMOS,Control
0.6,76,NMOS,Optimized
10.0,-80,PMOS,Optimized
0.6,-43,PMOS,Optimized
2.2,-52,NMOS,Optimized
0.6,-57,PMOS,Optimized
0.6,-40,PMOS,Optimized
1.8,-91,PMOS,Control
0.6,71,PMOS,Optimized
1.4,-46,NMOS,Control
1.8,-32,PMOS,Optimized
0.6,-31,NMOS,Control
1.4,-80,PMOS,Optimized
10.0,-12,NMOS,Optimized
2.2,-69,NMOS,Optimized
2.2,-34,PMOS,Optimized
1.4,-27,NMOS,Optimized
0.6,-10,NMOS,Control
0.6,-71,NMOS,Control
1.8,52,PMOS,Control
10.0,54,PMOS,Control
0.6,20,NMOS,Optimized
1.8,-2,PMOS,Optimized
1.8,15,NMOS,Optimized
1.8,-26,NMOS,Optimized
0.6,-85,NMOS,Optimized
2.2,-2,PMOS,Control
1.4,-57,NMOS,Optimized
10.0,-61,NMOS,Optimized
1.8,4,PMOS,Control
1.4,42,PMOS,Optimized
10.0,37,PMOS,Optimized
1.8,-16,PMOS,Optimized
1.4,9,PMOS,Optimized
1.4,98,PMOS,Optimized
1.8,73,NMOS,Control
1.8,-5,PMOS,Optimized
2.2,99,NMOS,Optimized
1.8,24,NMOS,Optimized
10.0,-63,PMOS,Optimized
1.8,-59,NMOS,Optimized
2.2,65,NMOS,Optimized
1.4,-15,PMOS,Optimized
1.8,79,NMOS,Control
0.6,16,PMOS,Control
1.8,39,PMOS,Optimized
1.4,35,NMOS,Optimized
1.8,97,PMOS,Optimized
1.4,-1,PMOS,Control
1.4,6,PMOS,Control
2.2,-26,NMOS,Control
0.6,-3,NMOS,Optimized
1.8,10,PMOS,Optimized
10.0,-87,NMOS,Control
0.6,-31,NMOS,Control
2.2,-58,NMOS,Optimized
1.8,-70,NMOS,Optimized
1.4,-45,NMOS,Control
0.6,9,NMOS,Optimized
1.4,57,NMOS,Optimized
0.6,5,NMOS,Control
1.4,-32,PMOS,Optimized
1.4,67,NMOS,Optimized
1.8,-60,NMOS,Optimized
1.8,73,NMOS,Control
1.8,-71,NMOS,Control
1.8,-23,NMOS,Optimized
2.2,97,NMOS,Control
2.2,87,PMOS,Optimized
10.0,-18,NMOS,Optimized
2.2,-67,PMOS,Control
0.6,-43,NMOS,Optimized
10.0,36,PMOS,Optimized
0.6,90,PMOS,Control
10.0,21,PMOS,Control
1.4,-25,PMOS,Control
2.2,64,PMOS,Control
1.4,-65,NMOS,Control
2.2,-84,NMOS,Optimized
2.2,-55,NMOS,Control
1.4,52,NMOS,Control
2.2,-28,PMOS,Control
2.2,-60,NMOS,Optimized
2.2,-17,PMOS,Control
1.8,-73,PMOS,Control
2.2,78,PMOS,Control
10.0,97,PMOS,Control
0.6,73,NMOS,Control
10.0,-42,NMOS,Control
1.8,-83,PMOS,Optimized
2.2,34,NMOS,Optimized
1.8,-97,PMOS,Optimized
0.6,-1,PMOS,Control
2.2,-53,PMOS,Optimized
10.0,-2,PMOS,Optimized
2.2,63,PMOS,Control
10.0,74,NMOS,Control
10.0,32,NMOS,Optimized
2.2,99,PMOS,Optimized
10.0,12,PMOS,Control
2.2,63,PMOS,Control
1.8,-31,PMOS,Optimized
0.6,36,NMOS,Optimized
1.4,-17,PMOS,Control
0.6,58,NMOS,Control
1.4,39,NMOS,Control
10.0,40,PMOS,Control
10.0,-54,PMOS,Optimized
2.2,79,NMOS,Control
2.2,-37,PMOS,Optimized
1.8,92,PMOS,Control
0.6,-94,NMOS,Optimized
2.2,-91,NMOS,Control
1.4,-42,NMOS,Control
0.6,-77,PMOS,Control
2.2,75,PMOS,Control
1.8,98,NMOS,Control
1.8,-94,NMOS,Control
0.6,14,PMOS,Optimized
1.4,97,PMOS,Control
10.0,19,PMOS,Control
1.8,6,PMOS,Control
2.2,-81,PMOS,Control
10.0,86,NMOS,Optimized
0.6,-17,NMOS,Control
10.0,73,NMOS,Optimized
1.8,45,PMOS,Optimized
10.0,-24,PMOS,Optimized
10.0,-16,PMOS,Optimized
2.2,-25,NMOS,Control
1.4,-1,NMOS,Optimized
2.2,-7,PMOS,Optimized
1.8,-44,NMOS,Optimized
2.2,-81,PMOS,Optimized
2.2,43,PMOS,Control
2.2,-44,NMOS,Optimized
1.4,25,NMOS,Control
10.0,-28,NMOS,Optimized
10.0,11,PMOS,Optimized
0.6,-20,PMOS,Optimized
1.8,-23,PMOS,Optimized
1.8,66,NMOS,Control
10.0,-14,NMOS,Optimized
2.2,23,NMOS,Optimized
1.4,-53,NMOS,Optimized
1.4,-80,NMOS,Control
2.2,-48,NMOS,Optimized
1.8,94,PMOS,Optimized
1.8,-3,PMOS,Optimized
2.2,-63,PMOS,Control
1.4,22,PMOS,Control
1.8,18,PMOS,Control
2.2,-76,NMOS,Optimized
1.8,35,PMOS,Optimized
1.8,-38,NMOS,Control
10.0,4,NMOS,Optimized
0.6,43,PMOS,Control
2.2,-71,PMOS,Control
1.4,30,PMOS,Control
2.2,-89,PMOS,Optimized
0.6,-33,PMOS,Optimized
0.6,-34,PMOS,Optimized
0.6,48,PMOS,Optimized
1.4,86,PMOS,Control
1.8,44,NMOS,Optimized
10.0,78,NMOS,Optimized
1.4,-35,NMOS,Control
2.2,-47,NMOS,Control
1.8,98,NMOS,Control
1.4,-8,NMOS,Control
2.2,15,PMOS,Optimized
2.2,-57,NMOS,Optimized
1.8,-4,NMOS,Control
1.4,99,NMOS,Control
1.8,-37,NMOS,Optimized
10.0,-33,NMOS,Optimized
10.0,-36,PMOS,Control
1.8,32,PMOS,Optimized
1.4,-4,NMOS,Optimized
1.4,-4,NMOS,Optimized
1.4,-48,PMOS,Optimized
1.8,-7,PMOS,Optimized
2.2,60,PMOS,Control
1.4,79,PMOS,Optimized
10.0,25,NMOS,Optimized
1.4,15,NMOS,Control
10.0,40,NMOS,Control
1.4,-5,PMOS,Optimized
1.4,-74,PMOS,Control
2.2,23,NMOS,Control
1.4,-34,PMOS,Control
0.6,11,NMOS,Optimized
1.8,-41,NMOS,Control
0.6,-21,PMOS,Control
10.0,100,PMOS,Optimized
1.8,67,NMOS,Optimized
2.2,-42,NMOS,Control
10.0,43,NMOS,Control
1.8,67,NMOS,Optimized
1.8,-17,NMOS,Control
1.8,75,PMOS,Optimized
2.2,-21,NMOS,Optimized
0.6,84,PMOS,Optimized
0.6,34,NMOS,Optimized
2.2,58,PMOS,Optimized
1.4,68,NMOS,Control
1.8,99,PMOS,Optimized
2.2,11,NMOS,Control
1.4,-19,PMOS,Optimized
0.6,26,PMOS,Control
2.2,-20,NMOS,Control
1.8,-64,NMOS,Optimized
1.8,9,PMOS,Control
2.2,98,PMOS,Optimized
2.2,19,PMOS,Control
1.4,82,NMOS,Optimized
0.6,-18,NMOS,Control
0.6,-7,NMOS,Optimized
10.0,1,NMOS,Optimized
1.4,84,NMOS,Control
1.4,61,NMOS,Control
1.8,38,PMOS,Control
1.4,-90,NMOS,Control
1.8,-18,NMOS,Control
10.0,64,PMOS,Control
1.8,1,NMOS,Optimized
10.0,48,NMOS,Optimized
0.6,-69,PMOS,Optimized
1.8,80,PMOS,Control
0.6,76,PMOS,Control
10.0,-38,NMOS,Control
2.2,-26,PMOS,Optimized
1.8,66,NMOS,Optimized
1.4,-100,NMOS,Optimized
0.6,84,PMOS,Optimized
2.2,-10,PMOS,Optimized
2.2,13,PMOS,Control
1.8,-2,NMOS,Control
0.6,-55,NMOS,Optimized
1.8,17,PMOS,Control
1.4,10,PMOS,Control
1.8,50,PMOS,Control
0.6,34,PMOS,Control
2.2,65,PMOS,Optimized
0.6,53,NMOS,Optimized
1.4,82,PMOS,Optimized
1.8,45,PMOS,Control
1.4,-79,PMOS,Control
1.8,17,PMOS,Optimized
0.6,30,NMOS,Optimized
2.2,-11,PMOS,Control
10.0,-45,NMOS,Control
0.6,75,NMOS,Optimized
2.2,-66,NMOS,Optimized
2.2,-18,NMOS,Control
0.6,13,PMOS,Control
0.6,-40,NMOS,Control
1.4,33,NMOS,Control
2.2,90,NMOS,Control
0.6,29,PMOS,Optimized
1.8,-7,NMOS,Control
1.4,81,PMOS,Control
1.8,16,NMOS,Optimized
10.0,39,NMOS,Control
1.4,-96,NMOS,Control
0.6,-78,PMOS,Optimized
1.8,-9,NMOS,Optimized
0.6,51,PMOS,Optimized
10.0,-66,PMOS,Optimized
10.0,54,PMOS,Control
0.6,88,PMOS,Optimized
10.0,-35,PMOS,Control
1.8,-100,NMOS,Control
1.8,66,NMOS,Control
0.6,89,NMOS,Control
10.0,8,PMOS,Control
